agpID,latin_text
AGP-EDR180226,XIIIIIIIIIIIIIIIIIIII
AGP-EDR151066,quis
AGP-EDR151805,Samellius
AGP-EDR166086,IIIIIIII
AGP-EDR189770,Mystice
AGP-EDR168350,III
AGP-EDR175876,Magius
AGP-EDR168489,"S
CX"
AGP-EDR173899,IIII
AGP-EDR175945,IIIIIIIIII
AGP-EDR167725,QVETI
AGP-EDR175190,"Glagus
Gl"
AGP-EDR175118,ab
AGP-EDR151069,Mur
AGP-EDR189771,Primigenia
AGP-EDR151060,Synethus
AGP-EDR160130,AeneadC
AGP-EDR191928,Felix
AGP-EDR166751,Felix
AGP-EDR151680,Aris S
AGP-EDR192865,XII
AGP-EDR192957,AVCTAII fur
AGP-EDR193000,"Secundus 
Opscus"
AGP-EDR193801,Restituta
AGP-EDR149512,Tum
AGP-EDR149050,Habitus
AGP-EDR191034,Acti
AGP-EDR192102,aureus est Danae
AGP-EDR179265,Natalis
AGP-EDR187784,"ABCDEFGHIKLMNOPQRSTVX
AB"
AGP-EDR189398,Pamphilus
AGP-EDR127192,"L
PED"
AGP-EDR168035,SCRI
AGP-EDR167889,"Livius
Verus
X"
AGP-EDR159696,arma virumque
AGP-EDR160127,Aeneadum
AGP-EDR192642,Mariona
AGP-EDR193456,Viseius
AGP-EDR193458,AB
AGP-EDR193796,Cinaedus
AGP-EDR167427,"Pitamnus
Marc LI
"
AGP-EDR148434,vidimus hoc
AGP-EDR193683,ANIN
AGP-EDR149403,IL Poppai EINERI
AGP-EDR079714,Cernite Thebaides modo tales sed Bromios regia Menas
AGP-EDR151037,"Myrtale
Cassacos
fellas"
AGP-EDR128053,Lucilius
AGP-EDR074292,"Cucuta ab rationibus 
Neronis Augusti"
AGP-EDR160164,Corusticus
AGP-EDR167409,ABCD
AGP-EDR168292,"Amicus ave 
Umbricia"
AGP-EDR127810,S H S
AGP-EDR187909,ABCDEFGH
AGP-EDR151342,"Vetti Vere, amator, coctor
"
AGP-EDR127831,VR
AGP-EDR193743,ABC
AGP-EDR187783,AXBVCTD
AGP-EDR159695,arma viru
AGP-EDR127410,VRB
AGP-EDR151722,Quintinus
AGP-EDR163602,"Ampliatus
Martialis
Ianuarius
Onesimus
Iustus"
AGP-EDR161742,"Propero vale mea Sava
fac me ames"
AGP-EDR180547,Floronius
AGP-EDR167727,Venis
AGP-EDR189401,Cum si quis SAPVIM Zo
AGP-EDR192059,Proculus
AGP-EDR189403,Cum quidam
AGP-EDR193609,Nugas es
AGP-EDR193444,Hermes
AGP-EDR127977,"Sumptus VIII
"
AGP-EDR168348,Quovis
AGP-EDR159522,"Venimus hoc cupidi, multo magis"
AGP-EDR151828,Memor
AGP-EDR158848,candida me docuit
AGP-EDR151764,Canities
AGP-EDR175757,Euplus Euplus
AGP-EDR175238,"Domino V VI IIII
Domino V
Severo III
"
AGP-EDR167944,Cauda
AGP-EDR159694,arma virus
AGP-EDR161390,Pauper
AGP-EDR161342,Pauper
AGP-EDR193647,Roma
